BrochureOrderEn,Brochure_Name_En,Datum,DomainEn,ForWebsite,Geo_Unit_En,Indicator_Name_En,Institution_En,Note_Public_En,OrderSub_Region_En,Period_Id,SDG Indicator,Source_En,Sub_Region_En,SubdomainEn
8,Prevalence of undernourishmen (%),4.6,Risk Factors,1,Mexico,Prevalence of undernourishment (% of population) ,World Bank.,,5,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Mexico,Nutrition
8,Prevalence of undernourishmen (%),4.6,Risk Factors,1,Mexico,Prevalence of undernourishment (% of population) ,World Bank.,,5,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Mexico,Nutrition
8,Prevalence of undernourishmen (%),4.5,Risk Factors,1,Mexico,Prevalence of undernourishment (% of population) ,World Bank.,,5,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Mexico,Nutrition
8,Prevalence of undernourishmen (%),4.5,Risk Factors,1,Mexico,Prevalence of undernourishment (% of population) ,World Bank.,,5,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Mexico,Nutrition
8,Prevalence of undernourishmen (%),4.4,Risk Factors,1,Mexico,Prevalence of undernourishment (% of population) ,World Bank.,,5,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Mexico,Nutrition
8,Prevalence of undernourishmen (%),4.2,Risk Factors,1,Mexico,Prevalence of undernourishment (% of population) ,World Bank.,,5,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Mexico,Nutrition
39,Prevalence of undernourishmen (%),26.1,Risk Factors,1,Antigua and Barbuda,Prevalence of undernourishment (% of population) ,World Bank.,,11,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
39,Prevalence of undernourishmen (%),27,Risk Factors,1,Antigua and Barbuda,Prevalence of undernourishment (% of population) ,World Bank.,,11,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
39,Prevalence of undernourishmen (%),28.1,Risk Factors,1,Antigua and Barbuda,Prevalence of undernourishment (% of population) ,World Bank.,,11,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
39,Prevalence of undernourishmen (%),27.8,Risk Factors,1,Antigua and Barbuda,Prevalence of undernourishment (% of population) ,World Bank.,,11,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
39,Prevalence of undernourishmen (%),27.8,Risk Factors,1,Antigua and Barbuda,Prevalence of undernourishment (% of population) ,World Bank.,,11,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
39,Prevalence of undernourishmen (%),27.1,Risk Factors,1,Antigua and Barbuda,Prevalence of undernourishment (% of population) ,World Bank.,,11,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
39,Prevalence of undernourishmen (%),27.2,Risk Factors,1,Antigua and Barbuda,Prevalence of undernourishment (% of population) ,World Bank.,,11,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
39,Prevalence of undernourishmen (%),26.7,Risk Factors,1,Antigua and Barbuda,Prevalence of undernourishment (% of population) ,World Bank.,,11,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
41,Prevalence of undernourishmen (%),11.9,Risk Factors,1,Bahamas,Prevalence of undernourishment (% of population) ,World Bank.,,11,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
41,Prevalence of undernourishmen (%),12.2,Risk Factors,1,Bahamas,Prevalence of undernourishment (% of population) ,World Bank.,,11,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
41,Prevalence of undernourishmen (%),12.3,Risk Factors,1,Bahamas,Prevalence of undernourishment (% of population) ,World Bank.,,11,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
41,Prevalence of undernourishmen (%),11.9,Risk Factors,1,Bahamas,Prevalence of undernourishment (% of population) ,World Bank.,,11,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
41,Prevalence of undernourishmen (%),11.2,Risk Factors,1,Bahamas,Prevalence of undernourishment (% of population) ,World Bank.,,11,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
41,Prevalence of undernourishmen (%),10.7,Risk Factors,1,Bahamas,Prevalence of undernourishment (% of population) ,World Bank.,,11,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
41,Prevalence of undernourishmen (%),10.3,Risk Factors,1,Bahamas,Prevalence of undernourishment (% of population) ,World Bank.,,11,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
41,Prevalence of undernourishmen (%),10,Risk Factors,1,Bahamas,Prevalence of undernourishment (% of population) ,World Bank.,,11,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
42,Prevalence of undernourishmen (%),5.1,Risk Factors,1,Barbados,Prevalence of undernourishment (% of population) ,World Bank.,,11,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
42,Prevalence of undernourishmen (%),5,Risk Factors,1,Barbados,Prevalence of undernourishment (% of population) ,World Bank.,,11,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
42,Prevalence of undernourishmen (%),5,Risk Factors,1,Barbados,Prevalence of undernourishment (% of population) ,World Bank.,,11,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
42,Prevalence of undernourishmen (%),4.9,Risk Factors,1,Barbados,Prevalence of undernourishment (% of population) ,World Bank.,,11,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
42,Prevalence of undernourishmen (%),4.8,Risk Factors,1,Barbados,Prevalence of undernourishment (% of population) ,World Bank.,,11,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
42,Prevalence of undernourishmen (%),4.6,Risk Factors,1,Barbados,Prevalence of undernourishment (% of population) ,World Bank.,,11,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
42,Prevalence of undernourishmen (%),4.5,Risk Factors,1,Barbados,Prevalence of undernourishment (% of population) ,World Bank.,,11,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
42,Prevalence of undernourishmen (%),4.4,Risk Factors,1,Barbados,Prevalence of undernourishment (% of population) ,World Bank.,,11,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
45,Prevalence of undernourishmen (%),4.9,Risk Factors,1,Dominica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
45,Prevalence of undernourishmen (%),4.9,Risk Factors,1,Dominica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
45,Prevalence of undernourishmen (%),5.2,Risk Factors,1,Dominica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
45,Prevalence of undernourishmen (%),5.6,Risk Factors,1,Dominica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
45,Prevalence of undernourishmen (%),5.9,Risk Factors,1,Dominica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
45,Prevalence of undernourishmen (%),6.1,Risk Factors,1,Dominica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
45,Prevalence of undernourishmen (%),6,Risk Factors,1,Dominica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
45,Prevalence of undernourishmen (%),5.8,Risk Factors,1,Dominica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
46,Prevalence of undernourishmen (%),26.1,Risk Factors,1,Grenada,Prevalence of undernourishment (% of population) ,World Bank.,,11,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
46,Prevalence of undernourishmen (%),25.7,Risk Factors,1,Grenada,Prevalence of undernourishment (% of population) ,World Bank.,,11,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
46,Prevalence of undernourishmen (%),25.5,Risk Factors,1,Grenada,Prevalence of undernourishment (% of population) ,World Bank.,,11,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
46,Prevalence of undernourishmen (%),25.5,Risk Factors,1,Grenada,Prevalence of undernourishment (% of population) ,World Bank.,,11,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
46,Prevalence of undernourishmen (%),25.4,Risk Factors,1,Grenada,Prevalence of undernourishment (% of population) ,World Bank.,,11,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
46,Prevalence of undernourishmen (%),25.3,Risk Factors,1,Grenada,Prevalence of undernourishment (% of population) ,World Bank.,,11,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
46,Prevalence of undernourishmen (%),25.4,Risk Factors,1,Grenada,Prevalence of undernourishment (% of population) ,World Bank.,,11,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
46,Prevalence of undernourishmen (%),25.5,Risk Factors,1,Grenada,Prevalence of undernourishment (% of population) ,World Bank.,,11,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
47,Prevalence of undernourishmen (%),11.3,Risk Factors,1,Guyana,Prevalence of undernourishment (% of population) ,World Bank.,,11,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
47,Prevalence of undernourishmen (%),11.6,Risk Factors,1,Guyana,Prevalence of undernourishment (% of population) ,World Bank.,,11,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
47,Prevalence of undernourishmen (%),11.5,Risk Factors,1,Guyana,Prevalence of undernourishment (% of population) ,World Bank.,,11,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
47,Prevalence of undernourishmen (%),11,Risk Factors,1,Guyana,Prevalence of undernourishment (% of population) ,World Bank.,,11,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
47,Prevalence of undernourishmen (%),10.1,Risk Factors,1,Guyana,Prevalence of undernourishment (% of population) ,World Bank.,,11,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
47,Prevalence of undernourishmen (%),9.4,Risk Factors,1,Guyana,Prevalence of undernourishment (% of population) ,World Bank.,,11,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
47,Prevalence of undernourishmen (%),8.9,Risk Factors,1,Guyana,Prevalence of undernourishment (% of population) ,World Bank.,,11,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
47,Prevalence of undernourishmen (%),8.5,Risk Factors,1,Guyana,Prevalence of undernourishment (% of population) ,World Bank.,,11,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
48,Prevalence of undernourishmen (%),8.2,Risk Factors,1,Jamaica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
48,Prevalence of undernourishmen (%),8.5,Risk Factors,1,Jamaica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
48,Prevalence of undernourishmen (%),8.8,Risk Factors,1,Jamaica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
48,Prevalence of undernourishmen (%),9,Risk Factors,1,Jamaica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
48,Prevalence of undernourishmen (%),9.2,Risk Factors,1,Jamaica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
48,Prevalence of undernourishmen (%),9.5,Risk Factors,1,Jamaica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
48,Prevalence of undernourishmen (%),9.2,Risk Factors,1,Jamaica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
48,Prevalence of undernourishmen (%),8.4,Risk Factors,1,Jamaica,Prevalence of undernourishment (% of population) ,World Bank.,,11,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
51,Prevalence of undernourishmen (%),17,Risk Factors,1,Saint Lucia,Prevalence of undernourishment (% of population) ,World Bank.,,11,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
51,Prevalence of undernourishmen (%),17.2,Risk Factors,1,Saint Lucia,Prevalence of undernourishment (% of population) ,World Bank.,,11,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
51,Prevalence of undernourishmen (%),17.2,Risk Factors,1,Saint Lucia,Prevalence of undernourishment (% of population) ,World Bank.,,11,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
51,Prevalence of undernourishmen (%),17.2,Risk Factors,1,Saint Lucia,Prevalence of undernourishment (% of population) ,World Bank.,,11,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
51,Prevalence of undernourishmen (%),17.3,Risk Factors,1,Saint Lucia,Prevalence of undernourishment (% of population) ,World Bank.,,11,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
51,Prevalence of undernourishmen (%),17.2,Risk Factors,1,Saint Lucia,Prevalence of undernourishment (% of population) ,World Bank.,,11,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
51,Prevalence of undernourishmen (%),17,Risk Factors,1,Saint Lucia,Prevalence of undernourishment (% of population) ,World Bank.,,11,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
51,Prevalence of undernourishmen (%),17,Risk Factors,1,Saint Lucia,Prevalence of undernourishment (% of population) ,World Bank.,,11,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
37,Prevalence of undernourishmen (%),5.336550132,Risk Factors,1,Non-Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,11,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
37,Prevalence of undernourishmen (%),5.341941797,Risk Factors,1,Non-Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,11,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
37,Prevalence of undernourishmen (%),5.615972706,Risk Factors,1,Non-Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,11,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
37,Prevalence of undernourishmen (%),5.965307400,Risk Factors,1,Non-Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,11,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
37,Prevalence of undernourishmen (%),6.216430972,Risk Factors,1,Non-Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,11,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
37,Prevalence of undernourishmen (%),6.381567236,Risk Factors,1,Non-Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,11,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
37,Prevalence of undernourishmen (%),6.258652158,Risk Factors,1,Non-Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,11,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
37,Prevalence of undernourishmen (%),6.023343770,Risk Factors,1,Non-Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,11,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
54,Prevalence of undernourishmen (%),9.1,Risk Factors,1,Suriname,Prevalence of undernourishment (% of population) ,World Bank.,,11,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
54,Prevalence of undernourishmen (%),8.4,Risk Factors,1,Suriname,Prevalence of undernourishment (% of population) ,World Bank.,,11,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
54,Prevalence of undernourishmen (%),8,Risk Factors,1,Suriname,Prevalence of undernourishment (% of population) ,World Bank.,,11,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
54,Prevalence of undernourishmen (%),8.1,Risk Factors,1,Suriname,Prevalence of undernourishment (% of population) ,World Bank.,,11,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
54,Prevalence of undernourishmen (%),8.3,Risk Factors,1,Suriname,Prevalence of undernourishment (% of population) ,World Bank.,,11,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
54,Prevalence of undernourishmen (%),8.3,Risk Factors,1,Suriname,Prevalence of undernourishment (% of population) ,World Bank.,,11,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Non-Latin Caribbean,Nutrition
